1596889167.789321200	1041.236572	942.659119	973.748230	923.461609	
1596889168.812832282	953.999451	891.955261	935.039429	964.785034	
1596889169.836828180	861.443481	927.331665	895.996704	856.963745	
1596889170.859012054	2405.221924	1645.318481	2748.871094	1528.401245	
1596889171.881597009	3504.042480	2935.964355	2436.401855	2157.761475	
1596889172.905856666	1105.976929	1007.577148	1125.002319	1149.884155	
1596889173.929674948	889.770874	871.251038	994.872070	882.860046	
1596889174.952967396	1305.855957	1129.099731	1350.062500	1302.313599	
1596889175.976721888	904.565674	858.225098	865.663574	841.615356	
1596889177.000776279	1389.160522	1633.188965	1168.312866	1068.559814	
1596889178.025031828	941.755737	894.629517	1224.538940	967.355652	
1596889179.049726134	1077.209961	1043.134399	1435.217651	967.966003	
1596889180.074197828	996.377991	922.283142	1956.803345	942.121582	
1596889181.098135180	829.761841	834.012268	834.456482	929.293884	
1596889182.122171356	864.916565	887.374573	850.316711	911.942749	
1596889183.146740980	862.028076	908.158813	897.699097	887.770264	
1596889184.171002841	1004.801270	1110.098022	1172.946167	1058.883667	
1596889185.194391945	930.135193	944.667969	1666.553589	1100.340698	
1596889186.217103806	1108.529053	1000.951965	1277.380005	2504.308838	
1596889187.239472109	870.042603	929.112793	857.250122	1225.238037	
1596889188.263035946	849.440369	855.663635	897.841248	844.826294	
1596889189.286810644	874.216858	974.866333	910.827148	925.190125	
1596889190.312080487	1285.774170	1239.968628	1406.908447	1653.778442	
1596889191.336475755	872.781982	914.978821	918.400146	901.937317	
1596889192.359730159	900.618286	923.178162	890.418640	947.080139	
1596889193.382511194	1024.283813	879.133118	907.961487	905.838501	
1596889194.406718070	915.102844	900.490479	967.767517	909.801208	
1596889195.430470254	1197.883911	1578.302734	998.939331	1034.473145	
1596889196.454690751	912.464478	950.928589	1023.453979	1162.195190	
1596889197.478809893	914.901367	878.648193	917.789978	876.789978	
1596889198.503532912	1033.335693	916.318848	880.263000	981.053284	
1596889199.527542056	920.830505	884.989868	867.383118	899.214844	
1596889200.552227208	901.151123	921.936646	1073.154663	967.906250	
1596889201.578213236	810.835327	822.862854	809.029236	835.238525	
1596889202.602111182	1178.313965	998.444946	941.021118	972.229675	
1596889203.625918759	888.820129	935.965088	963.706726	899.851562	
1596889204.649182101	887.227539	924.127197	844.942810	883.190002	
1596889205.672611166	1230.206299	1330.729370	1580.816528	1161.002686	
1596889206.696721032	1045.417969	866.613525	959.432861	879.673523	
1596889207.721599252	1354.235840	961.074768	948.347534	942.537598	
1596889208.745694432	1226.743896	881.097839	969.508972	957.043030	
1596889209.769974595	911.920105	840.258057	894.481201	843.158020	
1596889210.793452917	830.041321	836.013977	889.293884	851.232300	
1596889211.817359152	1330.004272	1297.192993	1514.155884	1572.813354	
1596889212.843231907	799.701050	799.744080	799.537292	799.534302	
1596889213.867412022	877.314148	828.414856	927.275574	867.634155	
1596889214.891722450	977.452087	1026.780640	1223.107910	1034.924683	
1596889215.916024214	872.925476	915.589478	891.475586	924.837463	
1596889216.939715475	999.020386	863.944397	867.102051	928.072632	
1596889217.962220646	876.670471	994.997559	927.368713	984.731506	
1596889218.984724230	1507.161987	1514.440796	1598.057129	2565.820068	
1596889220.008163653	964.057129	1083.812256	1152.815552	1081.402588	
1596889221.032914212	1339.627075	964.366943	1206.596680	951.689148	
1596889222.056266968	1055.674438	1067.395386	1061.150513	982.548584	
1596889223.078663348	1674.679443	1241.190918	2511.886963	1427.372192	
1596889224.103135220	1006.503418	891.958618	935.170898	1095.723022	
1596889225.148253968	1119.822388	977.614502	981.806274	944.440247	
1596889226.171984081	1723.678223	1445.927612	1430.918335	2400.556885	
1596889227.196248405	1674.451904	1266.964600	1520.788208	1176.454102	
1596889228.220016458	869.255005	911.183228	889.711609	869.568176	
1596889229.243405066	954.805054	903.475769	852.221985	934.306213	
1596889230.267342745	935.274658	1103.394653	1457.024658	2301.329834	
1596889231.290881134	955.113159	952.107239	999.255737	1082.156006	
1596889232.315602947	865.782898	898.415710	906.550049	884.416809	
1596889233.339368307	1126.900879	1041.613525	1700.108276	1213.727417	
1596889234.363657089	944.873291	981.725525	971.051392	934.546265	
1596889235.388204840	1381.324829	1004.422180	1132.369385	1106.055054	
